id.yr.season,study,tag,id,N_locs,start_mig,end_mig
2HN_2015_fall,grefa-spain,137397,2HN,633,2015-07-29T16:00:00Z,2015-12-05T07:20:05.290127Z
2HN_2016_fall,grefa-spain,137397,2HN,1224,,
2HN_2016_spring,grefa-spain,137397,2HN,1211,,
2HN_2017_fall,grefa-spain,137397,2HN,1204,2017-06-26T19:35:10.239207Z,2017-07-10T15:06:37.464957Z
2HN_2017_spring,grefa-spain,137397,2HN,1202,2017-04-25T01:37:48.224720Z,2017-05-31T01:45:30.650055Z
2HN_2018_fall,grefa-spain,137397,2HN,1247,2018-08-31T17:53:21.771724Z,2018-09-29T00:57:42.764205Z
2HN_2018_spring,grefa-spain,137397,2HN,1173,2018-02-15T12:16:22.766273Z,2018-05-16T23:27:03.047655Z
2HP_2016_fall,grefa-spain,48500703772,2HP,233,2016-08-12T16:29:47.782530Z,2016-10-25T01:57:03.373670Z
2HP_2018_fall,grefa-spain,48500703772,2HP,230,2018-08-11T14:39:54.709873Z,2018-11-16T07:20:05.290127Z
2HP_2018_spring,grefa-spain,48500703772,2HP,116,2018-03-20T16:21:07.006754Z,2018-06-20T22:40:49.377467Z
95N_2018_fall,grefa-spain,181641,95N,1946,2018-09-05T20:44:36.003250Z,2018-09-29T05:16:01.828535Z
95P_2018_fall,grefa-spain,6471,95P,1380,2018-09-07T07:00:00Z,2018-12-01T15:18:28.950621Z
95R_2016_fall,grefa-spain,5019,95R,2016,2016-08-29T07:00:00Z,2016-10-15T21:00:00Z
95R_2017_fall,grefa-spain,5019,95R,879,,
95R_2017_spring,grefa-spain,5019,95R,2705,,
95R_2018_spring,grefa-spain,5019,95R,29,,
9FC_2017_fall,grefa-spain,5782,9FC,388,2017-08-30T14:39:54.709873Z,2017-12-05T07:20:05.290127Z
9FH_2017_fall,grefa-spain,370,9FH,3405,2017-08-11T00:00:00Z,2017-11-29T16:41:51.005969Z
9FH_2018_spring,grefa-spain,370,9FH,580,,
9FJ_2017_fall,grefa-spain,5783,9FJ,2166,2017-08-04T08:00:00Z,2017-10-03T13:21:25.041247Z
9FJ_2018_spring,grefa-spain,5783,9FJ,378,,
A75657_2007_fall,terra.natura-spain,75657,A75657,1185,2007-09-08T00:00:00Z,2007-11-20T23:00:00Z
A75657_2008_fall,terra.natura-spain,75657,A75657,1397,2008-08-30T09:57:30.082943Z,2008-12-31T23:00:00Z
A75657_2008_spring,terra.natura-spain,75657,A75657,929,2008-02-24T07:33:43.107176Z,2008-03-24T11:06:16.299256Z
A75657_2009_fall,terra.natura-spain,75657,A75657,1231,2009-09-07T06:00:00Z,2009-10-06T03:11:38.545094Z
A75657_2009_spring,terra.natura-spain,75657,A75657,1013,2009-02-19T03:03:53.725109Z,2009-04-01T06:58:19.249184Z
A75657_2010_fall,terra.natura-spain,75657,A75657,1246,2010-09-01T20:08:49.398731Z,2010-10-04T19:42:39.381990Z
A75657_2010_spring,terra.natura-spain,75657,A75657,1063,2010-03-02T15:12:05.245239Z,2010-04-04T03:42:46.175948Z
A75657_2011_fall,terra.natura-spain,75657,A75657,1082,2011-08-31T00:46:59.341165Z,2011-11-04T23:00:00Z
A75657_2011_spring,terra.natura-spain,75657,A75657,993,2011-02-19T19:58:48.267859Z,2011-04-02T03:35:10.909683Z
A75657_2012_fall,terra.natura-spain,75657,A75657,1360,2012-08-24T21:04:32.496359Z,2012-09-21T13:26:12.249487Z
A75657_2012_spring,terra.natura-spain,75657,A75657,971,2012-02-23T13:04:45.439440Z,2012-03-25T22:35:43.586195Z
A75657_2013_fall,terra.natura-spain,75657,A75657,926,2013-09-08T18:58:27.662620Z,2013-11-04T23:00:00Z
A75657_2013_spring,terra.natura-spain,75657,A75657,929,2013-02-10T19:04:22.142996Z,2013-04-01T19:25:09.481406Z
A75658_2009_fall,terra.natura-spain,75658,A75658,1175,2009-08-15T10:41:37.731963Z,2009-10-31T00:00:46.182063Z
A75658_2010_fall,terra.natura-spain,75658,A75658,1656,,
A75658_2010_spring,terra.natura-spain,75658,A75658,1777,,
A75658_2011_fall,terra.natura-spain,75658,A75658,551,,
A75658_2011_spring,terra.natura-spain,75658,A75658,1667,,
A75658_2012_spring,terra.natura-spain,75658,A75658,74,,
A75659_2009_fall,terra.natura-spain,75659,A75659,1281,2009-09-04T01:51:13.387459Z,2009-12-14T23:00:00Z
A75659_2010_fall,terra.natura-spain,75659,A75659,1317,2010-08-28T13:45:48.328600Z,2010-11-03T23:00:00Z
A75659_2010_spring,terra.natura-spain,75659,A75659,957,2010-02-21T21:01:43.592598Z,2010-04-02T06:06:28.373849Z
A75659_2011_fall,terra.natura-spain,75659,A75659,88,,
A75659_2011_spring,terra.natura-spain,75659,A75659,875,2011-02-20T15:52:49.909983Z,2011-04-02T07:19:49.491067Z
A80419_2008_fall,terra.natura-spain,80419,A80419,1148,2008-09-15T22:48:34.099267Z,2008-11-09T23:00:00Z
A80419_2009_fall,terra.natura-spain,80419,A80419,1303,2009-08-30T09:49:10.980630Z,2009-10-17T18:00:00Z
A80419_2009_spring,terra.natura-spain,80419,A80419,1014,2009-02-03T19:45:06.823896Z,2009-03-25T11:36:08.342308Z
A80419_2010_fall,terra.natura-spain,80419,A80419,1360,2010-08-29T13:01:07.588736Z,2010-10-29T22:00:00Z
A80419_2010_spring,terra.natura-spain,80419,A80419,1096,2010-02-04T00:51:19.805514Z,2010-03-13T15:31:34.242673Z
A80419_2011_spring,terra.natura-spain,80419,A80419,611,2011-02-12T10:30:25.866569Z,2011-04-13T18:00:00Z
A80420_2009_fall,terra.natura-spain,80420,A80420,1210,2009-08-21T16:27:55.198596Z,2009-10-01T21:27:29.269769Z
A80420_2010_fall,terra.natura-spain,80420,A80420,1290,2010-08-26T21:27:34.655746Z,2010-10-05T12:18:22.406805Z
A80420_2010_spring,terra.natura-spain,80420,A80420,1105,2010-02-14T23:34:21.272537Z,2010-03-30T01:42:29.257962Z
A80420_2011_fall,terra.natura-spain,80420,A80420,1274,2011-08-28T09:34:09.584093Z,2011-10-27T22:00:00Z
A80420_2011_spring,terra.natura-spain,80420,A80420,1240,2011-01-06T07:00:00Z,2011-03-31T13:27:03.906565Z
A80420_2012_fall,terra.natura-spain,80420,A80420,1271,2012-08-26T05:36:27.793152Z,2012-11-18T23:00:00Z
A80420_2012_spring,terra.natura-spain,80420,A80420,1156,2012-02-16T13:12:38.831598Z,2012-03-20T00:41:48.107617Z
A80420_2013_fall,terra.natura-spain,80420,A80420,14,,
A80420_2013_spring,terra.natura-spain,80420,A80420,774,2013-02-09T19:56:48.967648Z,2013-03-31T13:09:34.362899Z
A89730_2009_fall,terra.natura-spain,89730,A89730,143,2009-08-19T14:30:42.433152Z,2009-09-06T21:01:54.660641Z
