id.yr.season,study,tag,id,N_locs,start_mig,end_mig
2HN_2015_fall,grefa-spain,137397,2HN,633,2015-07-29T16:00:00Z,2015-11-16T21:00:00Z
2HN_2016_fall,grefa-spain,137397,2HN,1224,,
2HN_2016_spring,grefa-spain,137397,2HN,1211,,
2HN_2017_fall,grefa-spain,137397,2HN,1204,2017-06-30T01:25:22.125856Z,2017-07-07T09:16:25.578307Z
2HN_2017_spring,grefa-spain,137397,2HN,1202,2017-05-03T12:30:49.422359Z,2017-05-22T14:52:29.452416Z
2HN_2018_fall,grefa-spain,137397,2HN,1247,2018-09-01T11:00:00Z,2018-09-22T09:31:35.105279Z
2HN_2018_spring,grefa-spain,137397,2HN,1173,2018-03-08T18:01:52.115375Z,2018-04-25T17:41:33.698553Z
2HP_2016_fall,grefa-spain,48500703772,2HP,233,2016-08-29T22:03:29.405707Z,2016-10-10T11:00:00Z
2HP_2018_fall,grefa-spain,48500703772,2HP,230,2018-08-23T06:00:00Z,2018-10-24T14:28:42.083579Z
2HP_2018_spring,grefa-spain,48500703772,2HP,116,2018-04-11T08:14:28.216625Z,2018-05-30T06:47:28.167596Z
95N_2018_fall,grefa-spain,181641,95N,1946,2018-09-08T06:00:00Z,2018-09-23T17:39:54.215488Z
95P_2018_fall,grefa-spain,6471,95P,1380,2018-09-07T07:00:00Z,2018-11-12T12:54:47.995044Z
95R_2016_fall,grefa-spain,5019,95R,2016,2016-08-29T07:00:00Z,2016-10-15T21:00:00Z
95R_2017_fall,grefa-spain,5019,95R,879,,
95R_2017_spring,grefa-spain,5019,95R,2705,,
95R_2018_spring,grefa-spain,5019,95R,29,,
9FC_2017_fall,grefa-spain,5782,9FC,388,2017-09-12T07:00:00Z,2017-11-12T14:28:42.083579Z
9FH_2017_fall,grefa-spain,370,9FH,3405,2017-08-11T00:00:00Z,2017-11-13T05:47:19.207546Z
9FH_2018_spring,grefa-spain,370,9FH,580,,
9FJ_2017_fall,grefa-spain,5783,9FJ,2166,2017-08-04T08:00:00Z,2017-09-23T16:39:17.864223Z
9FJ_2018_spring,grefa-spain,5783,9FJ,378,,
A75657_2007_fall,terra.natura-spain,75657,A75657,1185,2007-09-08T00:00:00Z,2007-11-20T23:00:00Z
A75657_2008_fall,terra.natura-spain,75657,A75657,1397,2008-09-04T14:00:00Z,2008-12-31T23:00:00Z
A75657_2008_spring,terra.natura-spain,75657,A75657,929,2008-03-01T01:00:00Z,2008-03-17T14:51:46.879711Z
A75657_2009_fall,terra.natura-spain,75657,A75657,1231,2009-09-07T06:00:00Z,2009-09-30T20:23:58.731982Z
A75657_2009_spring,terra.natura-spain,75657,A75657,1013,2009-02-23T01:00:00Z,2009-03-22T15:01:37.505718Z
A75657_2010_fall,terra.natura-spain,75657,A75657,1246,2010-09-09T13:59:37.358889Z,2010-09-27T01:51:51.421833Z
A75657_2010_spring,terra.natura-spain,75657,A75657,1063,2010-03-04T01:00:00Z,2010-03-27T12:27:40.054766Z
A75657_2011_fall,terra.natura-spain,75657,A75657,1082,2011-09-01T02:00:00Z,2011-11-04T23:00:00Z
A75657_2011_spring,terra.natura-spain,75657,A75657,993,2011-02-27T01:00:00Z,2011-03-23T10:46:22.518015Z
A75657_2012_fall,terra.natura-spain,75657,A75657,1360,2012-08-31T00:00:00Z,2012-09-15T01:27:19.050251Z
A75657_2012_spring,terra.natura-spain,75657,A75657,971,2012-02-26T13:00:00Z,2012-03-18T13:40:54.442568Z
A75657_2013_fall,terra.natura-spain,75657,A75657,926,2013-09-09T00:00:00Z,2013-11-04T23:00:00Z
A75657_2013_spring,terra.natura-spain,75657,A75657,929,2013-02-22T12:53:42.536480Z,2013-03-21T01:35:49.087922Z
A75658_2009_fall,terra.natura-spain,75658,A75658,1175,2009-09-02T10:04:01.926229Z,2009-10-13T00:38:21.987796Z
A75658_2010_fall,terra.natura-spain,75658,A75658,1656,,
A75658_2010_spring,terra.natura-spain,75658,A75658,1777,,
A75658_2011_fall,terra.natura-spain,75658,A75658,551,,
A75658_2011_spring,terra.natura-spain,75658,A75658,1667,,
A75658_2012_spring,terra.natura-spain,75658,A75658,74,,
A75659_2009_fall,terra.natura-spain,75659,A75659,1281,2009-09-07T12:00:00Z,2009-12-14T23:00:00Z
A75659_2010_fall,terra.natura-spain,75659,A75659,1317,2010-09-06T22:39:19.789287Z,2010-11-03T23:00:00Z
A75659_2010_spring,terra.natura-spain,75659,A75659,957,2010-02-27T01:00:00Z,2010-03-24T00:13:05.825398Z
A75659_2011_fall,terra.natura-spain,75659,A75659,88,,
A75659_2011_spring,terra.natura-spain,75659,A75659,875,2011-02-25T01:00:00Z,2011-03-23T18:18:36.864314Z
A80419_2008_fall,terra.natura-spain,80419,A80419,1148,2008-09-19T00:00:00Z,2008-11-09T23:00:00Z
A80419_2009_fall,terra.natura-spain,80419,A80419,1303,2009-09-04T00:00:00Z,2009-10-17T18:00:00Z
A80419_2009_spring,terra.natura-spain,80419,A80419,1014,2009-02-15T11:34:46.151557Z,2009-03-13T19:46:29.014647Z
A80419_2010_fall,terra.natura-spain,80419,A80419,1360,2010-09-09T00:54:26.244846Z,2010-10-29T22:00:00Z
A80419_2010_spring,terra.natura-spain,80419,A80419,1096,2010-02-12T20:47:17.776637Z,2010-03-04T19:35:36.271550Z
A80419_2011_spring,terra.natura-spain,80419,A80419,611,2011-02-18T07:00:00Z,2011-04-13T18:00:00Z
A80420_2009_fall,terra.natura-spain,80420,A80420,1210,2009-08-31T08:39:54.606979Z,2009-09-22T05:15:29.861387Z
A80420_2010_fall,terra.natura-spain,80420,A80420,1290,2010-09-05T04:42:12.020464Z,2010-09-26T05:03:45.042087Z
A80420_2010_spring,terra.natura-spain,80420,A80420,1105,2010-02-25T02:22:16.372524Z,2010-03-19T22:54:34.157975Z
A80420_2011_fall,terra.natura-spain,80420,A80420,1274,2011-09-04T08:21:02.824849Z,2011-10-27T22:00:00Z
A80420_2011_spring,terra.natura-spain,80420,A80420,1240,2011-01-06T07:00:00Z,2011-03-22T00:29:32.050699Z
A80420_2012_fall,terra.natura-spain,80420,A80420,1271,2012-09-02T02:00:00Z,2012-11-18T23:00:00Z
A80420_2012_spring,terra.natura-spain,80420,A80420,1156,2012-02-21T01:00:00Z,2012-03-12T09:41:08.728453Z
A80420_2013_fall,terra.natura-spain,80420,A80420,14,,
A80420_2013_spring,terra.natura-spain,80420,A80420,774,2013-02-10T01:00:00Z,2013-03-19T21:00:43.682670Z
A89730_2009_fall,terra.natura-spain,89730,A89730,143,2009-08-21T02:00:00Z,2009-09-02T14:04:27.439857Z
A89730_2010_fall,terra.natura-spain,89730,A89730,155,2010-08-21T02:00:00Z,2010-08-31T17:57:21.696323Z
A89730_2010_spring,terra.natura-spain,89730,A89730,103,2010-03-06T08:31:17.916421Z,2010-04-26T15:28:42.083579Z
A89730_2011_fall,terra.natura-spain,89730,A89730,138,2011-08-29T02:00:00Z,2011-09-10T14:44:35.491864Z
A89730_2011_spring,terra.natura-spain,89730,A89730,104,2011-02-22T01:00:00Z,2011-03-14T17:16:27.605045Z
A89730_2012_fall,terra.natura-spain,89730,A89730,103,2012-08-07T02:00:00Z,2012-08-17T08:27:01.608034Z
A89730_2012_spring,terra.natura-spain,89730,A89730,91,2012-03-01T01:00:00Z,2012-03-18T11:17:09.495683Z
A89730_2013_spring,terra.natura-spain,89730,A89730,65,2013-01-26T01:00:00Z,2013-03-14T01:00:00Z
A89731_2009_fall,terra.natura-spain,89731,A89731,127,2009-09-08T02:00:00Z,2009-09-23T17:11:53.148443Z
A89731_2010_fall,terra.natura-spain,89731,A89731,155,2010-09-06T02:00:00Z,2010-09-27T02:00:00Z
A89731_2010_spring,terra.natura-spain,89731,A89731,131,2010-02-27T11:03:45.163836Z,2010-03-17T17:24:53.338293Z
A89731_2011_fall,terra.natura-spain,89731,A89731,160,2011-09-11T02:00:00Z,2011-09-25T17:49:36.651652Z
A89731_2011_spring,terra.natura-spain,89731,A89731,119,2011-02-18T01:00:00Z,2011-03-17T03:49:02.052316Z
A89731_2012_fall,terra.natura-spain,89731,A89731,41,,
A89731_2012_spring,terra.natura-spain,89731,A89731,131,2012-02-23T01:00:00Z,2012-03-17T13:39:49.144652Z
Agri_2013_fall,buechley-mideast,130662,Agri,2965,2013-09-11T00:00:00Z,2013-09-29T00:15:28.180956Z
Agri_2013_spring,buechley-mideast,130662,Agri,74,,
Agri_2014_fall,buechley-mideast,130662,Agri,14,,
Agri_2014_spring,buechley-mideast,130662,Agri,2142,2014-03-21T00:00:00Z,2014-04-11T10:58:45.055624Z
Akaga_2018_fall,oppel-balkans,171362,Akaga,3739,2018-08-22T00:00:00Z,2018-09-25T06:36:13.635048Z
Akaga_2018_spring,oppel-balkans,171362,Akaga,1100,,
Amud_2018_fall,efrat-israel,180318,Amud,1556,2018-09-18T05:00:00Z,2018-11-11T18:00:00Z
Anna_2018_fall,oppel-balkans,171348,Anna,1297,2018-09-03T14:39:04.779646Z,2018-09-10T22:30:08.232097Z
Aoos_2015_fall,oppel-balkans,118154,Aoos,2052,2015-09-03T11:26:25.140491Z,2015-10-05T05:10:14.374921Z
Aoos_2015_spring,oppel-balkans,118154,Aoos,462,,
Aoos_2016_fall,oppel-balkans,118154,Aoos,961,2016-09-23T03:00:00Z,2016-10-14T18:11:47.545379Z
Aoos_2016_spring,oppel-balkans,118154,Aoos,1328,2016-03-16T05:00:00Z,2016-04-14T20:05:57.553142Z
Aoos_2017_fall,oppel-balkans,118154,Aoos,1033,2017-09-12T12:30:39.057560Z,2017-10-18T22:00:00Z
Aoos_2017_spring,oppel-balkans,118154,Aoos,748,2017-03-08T03:00:00Z,2017-04-02T18:28:25.394185Z
Aoos_2018_fall,oppel-balkans,118154,Aoos,833,2018-08-11T06:06:12.682393Z,2018-09-20T03:53:19.994411Z
Aoos_2018_spring,oppel-balkans,118154,Aoos,806,2018-03-04T05:00:00Z,2018-04-26T15:28:42.083579Z
Aras_2012_fall,buechley-mideast,118176,Aras,1396,2012-09-06T02:00:00Z,2012-12-29T19:00:00Z
Aras_2013_spring,buechley-mideast,118176,Aras,559,,
Arda_2012_fall,oppel-balkans,118147,Arda,1407,2012-09-21T05:00:00Z,2012-10-28T22:00:00Z
Arda_2013_spring,oppel-balkans,118147,Arda,204,,
Ardahan_2013_fall,buechley-mideast,210,Ardahan,3998,2013-07-02T00:00:00Z,2013-09-16T11:50:01.815026Z
Ardahan_2013_spring,buechley-mideast,210,Ardahan,212,,
Ardahan_2014_fall,buechley-mideast,210,Ardahan,1825,2014-07-02T00:00:00Z,2014-10-24T14:28:42.083579Z
Ardahan_2014_spring,buechley-mideast,210,Ardahan,3972,2014-01-02T00:00:00Z,2014-05-05T18:40:18.910622Z
Armenia2_2015_fall,buechley-mideast,48500703868,Armenia2,1496,2015-08-29T06:08:57.760914Z,2015-10-10T03:00:00Z
Armenia3_2015_fall,buechley-mideast,48500704009,Armenia3,968,2015-09-20T00:00:00Z,2015-10-07T16:45:28.371288Z
Arpacay_2012_fall,buechley-mideast,118174,Arpacay,202,2012-08-21T02:00:00Z,2012-12-13T14:28:42.083579Z
Asparuh_2013_fall,oppel-balkans,131250,Asparuh,320,2013-08-06T03:00:00Z,2013-11-27T14:28:42.083579Z
Batuecasa_2017_fall,douro-spain,17020,Batuecasa,3485,2017-09-07T17:17:41.907894Z,2017-11-01T23:00:00Z
Batuecasa_2017_spring,douro-spain,17020,Batuecasa,295,,
Batuecasa_2018_fall,douro-spain,17020,Batuecasa,2351,2018-09-21T06:00:00Z,2018-09-30T05:57:58.692007Z
Batuecasa_2018_spring,douro-spain,17020,Batuecasa,2774,2018-01-18T02:00:00Z,2018-03-06T11:48:01.431143Z
BatuecasP_2017_fall,douro-spain,17022,BatuecasP,2614,2017-08-02T01:00:00Z,2017-10-13T16:21:35.480293Z
BatuecasP_2018_fall,douro-spain,17022,BatuecasP,3432,,
BatuecasP_2018_spring,douro-spain,17022,BatuecasP,3509,,
Belgin_2018_fall,oppel-balkans,171346,Belgin,832,2018-09-13T07:30:29.494882Z,2018-09-20T15:21:32.947333Z
Berenice_2013_fall,oppel-balkans,130672,Berenice,274,2013-08-30T00:00:00Z,2013-09-12T17:00:00Z
Blanka_2018_fall,oppel-balkans,171345,Blanka,2024,2018-08-31T00:00:00Z,2018-10-07T22:44:33.192291Z
Boris_2015_fall,oppel-balkans,149505,Boris,1875,2015-09-14T05:00:00Z,2015-10-01T13:58:31.774738Z
Boris_2016_fall,oppel-balkans,149505,Boris,2127,2016-09-24T05:00:00Z,2016-10-08T08:57:45.681596Z
Boris_2016_spring,oppel-balkans,149505,Boris,1806,2016-02-29T19:45:00.631434Z,2016-03-23T14:34:23.312245Z
Boris_2017_fall,oppel-balkans,149505,Boris,2029,2017-09-22T05:00:00Z,2017-10-09T03:02:19.143226Z
Boris_2017_spring,oppel-balkans,149505,Boris,1829,2017-02-28T15:31:59.428792Z,2017-03-25T01:36:55.515318Z
Boris_2018_fall,oppel-balkans,149505,Boris,1985,2018-09-22T05:00:00Z,2018-10-08T16:35:04.966078Z
Boris_2018_spring,oppel-balkans,149505,Boris,1840,2018-02-27T03:00:00Z,2018-03-20T14:06:33.374504Z
Boyana_2018_fall,oppel-balkans,171357,Boyana,3746,2018-09-07T00:00:00Z,2018-10-20T23:53:06.447768Z
Boyana_2018_spring,oppel-balkans,171357,Boyana,1101,,
Brieva_2016_fall,migra-spain,4404,Brieva,2032,2016-09-04T18:00:06.664011Z,2016-10-13T06:50:58.977330Z
